Class,Ratings,Reviews
1,5,This is very simple to use and it records for 5 minutes....so that is awesome! The playback sound is very good quality.
1,5,"I had previously owned it Digitech jam man, I also try the boss.After seeing demos of this item on YouTube I decided  I'll give it a try, I can always return it if I didn't like it.The unit is extremely small but don't let that fool you. This unit is a high-quality all metal construction it has simple easy operation and it works flawlessly. You get up to five minutes to record a loop for loops and you can get an infinite number of overdubs. Let's be serious how many people really Loop for over five minutes?The unit is transparent when turned off I would highly recommend this Looper it's well worth the money."
1,5,"I'm a raw and green beginner who is about the slowest learner ever.am 43 almost 44 and have been learning since 42 almost 43. That being said using the looper was an eye opener. I bought it as a learning aide , to loop a progression and then try and run some pentatonics over the progression. The thing that opened my eyes is listening to the looped progression I played. There's no denying your mistakes when you hear them while not playing. Let's just say I'm not as close to being a player as I thought and I would &#34;not&#34; figured this out for quite some time if not for the looper. So it is an amazing critic for us beginners . And if your like me ( and you experienced guitarist ) you saw all the demos online and know what you as an experienced player can use it for. It's an incredibly easy to use piece of equipment , after playing around with it for about 5or 10 mins you'll have the gist of it. From what I understand it's very basic compared to other loopers , i dont know anything about that but if your looking for just a simple to use looper this will definitely be to your satisfaction."
1,4,"This little simple looper sure is a ton of fun. Beware that there is a learning curve to looping. With trial and error you can get your groove going seamlessly after a while. I'm a little disappointed with the sound quality of the loop playback, could be better. I use this mainly with a double neck bass/guitar. Compliments well."
1,5,"Tascam is an industry leader in pro audio and have been for many years. Their quality is unmatched dollar for dollar and these are no exception. Excellent sound quality, premium fit and comfort for wearing all day as we do at the station. You can't go wrong with these, we're ordering 8 more pairs!"
1,5,"I've tried these out in head-to-head (excuse the pun) runs versus Steelseries, Plantronics, Panasonic, and Sony headphones that all cost more... and the Tascam TH02 keeps up!I'm really surprised at how well they perform.  Lows are good, mids are clean, and highs are crisp.  Yes, the lows could be a bit beefier, but out of the headphones I compared it to, only the Plantronics excelled in that area.For fit: I have a large noggin; like, size 7 5/8 hat.  And these headphones fit well!  Not too tight, snug, but not confining. The padding is good and soft.Seriously, I'd rather buy three of these and burn through them if they break (which they haven't, and I've taken them everywhere) than spend $100 on another set."
1,5,These headphones get the job done. I like the build and design. Very loud and great to use studio style headphones for my filmmaking needs.
1,5,"These headphones are 100% amazing. I could not believe the sound quality. I have been an audio engineer for over 30 years and let me tell you these headphones will match those worth $200-$300...nice wide spectrum and frequency response, you will love them, well worth the price. (no I do not work for Tascam)... the first pair I bought the cord got stuck and was yanked and broke very easily....so I ordered another pair, because the sound is amazing, I just need to be more careful next time!!...but this headphone has a very delicate cord connection and construction...I have yanked my Senhieser's millions of times and the cord never broke, so be careful with the cord on this headphone...it is not the best, but the sound is superior."
0,3,"I only just received these, but thought I'd give my first impression. I purchased headphones because I figured it was a more pleasant way to listen to music at work than in-ear type. I chose this model because they were on sale, seemed to be a diamond in the rough, and reviews indicated it would be good for large heads(I wear an XL hat size).The build is average. They don't feel flimsy in my hands, but you can see the plastic parts are nothing special, strength-wise. The padding for the headband is a little uneven on the seam, as you open up the headband to put the unit on your head, it sort of looks warped. The 3 meter cable is attached to the base of the left headphone. The headphones can both swivel 90 degrees forward, maybe 35 degrees back, and 90 degrees downward. The swivel joint above the ear pieces allow them to fold upward into the headband.I listened to about 45 minutes of music straight to start, and was pretty pleased. I'm not especially particular, but do like good sound. There's some good bass, classical music was clear. The headphones did make me realize I had low quality recordings for a few of my songs that I tried out(listening to the HD equivalent on YouTube cleared up problems I heard). I wasn't totally blown away, either. I do hear a little noise when they're plugged into my computer and nothing is playing, though not so for my iPod(so I'm not sure if this can be blamed on the headphones).They are comfortable, but not as comfortable as I'd like. I do feel some pushing against my ears, the round ear pads aren't big enough to fit my whole ear. They do get warmer than I'd like. I definitely feel relieved to have them off. I think they are noticeably uncomfortable after about an hour. I was a little hesitant to get over-ear headphones in fear of this, and unfortunately it did turn out to be a problem.Who knows, maybe they'll wear in and improve. I'll update this review if I have more to report. For now, I'd say they're worth the cost, even if they aren't a shining diamond in the rough. If I could give about 3.5 stars I would; but for now, I'll give 3. They are accurately priced, and overall a typical quality product. Some exceptional pros are balanced by some cons.Update 7/19:I've been stretching out the headphones on a box for a couple days, it's helped a bit. What's funny is that the adjustable portion can get huge! It's comfortable on my head at about the 3rd of the 10 size notches...but the pushing against your head is the tight part. If you adjust them larger, they just fall below your ears, rather than loosen up.Also, I compared them to the Sennheiser HD201. The TASCAMs have better sound, but the Sennheiser is more comfortable(they're lighter and the ear cups are oval shaped and fit better).Update 7/23:I think the box stretching has been helping, I'm able to wear them for about 2 hours now before I notice them getting uncomfortable. Still a relatively short amount of time.Update 8/9/2013:The headphones have been living on a box just wider than my head anytime they aren't in use. The comfort is marginally improving, I'm guessing due to the stretching out, my head/ears getting used to the pressure, and me learning ways to sort of adjust them periodically to shift the pressure. However, I think my rating will remain at 3 stars. The sound is good enough to give it a couple stars, and the price low enough for one more. However, a month should be long enough for the phones to break-in to a standard usable degree, and that hasn't happened to my satisfaction.CONCLUSION: I would suggest you find a different pair if you have an exceptionally big head(mine is about 24""/61cm circumference, or US hat size 7 and 5/8). The clamping definitely leads to discomfort, the round ear pads don't quite do the trick, and it makes your head pretty warm. It's not unbearable, but if you can find an alternative it's probably best. That being said, note that I have only reduced stars for the fit!! I can't speak for someone with a bit smaller of a head(and ears?)...if these fit comfortably, which I imagine they would for many people, they are a 5 star product! Great sounding, sturdy enough build, etc.Update 11/14/13:A friend of mine picked up a pair of Audio-Technica M50s around the same time I bought this pair, and I was able to try them out and compare for a good half hour today. I'm not very experienced with sound quality, but I felt that the M50s were definitely the winner. The most obvious difference was the added volume, but generally the sound was more pleasing to my ears. The bass seemed more supported, higher notes felt smoother and less static-like, etc. Besides the volume, these differences weren't huge. I had to compare somewhat carefully to notice them. The point of this update is just to say that you aren't getting $150 headphones for $30 with the TASCAMs. You are getting very good headphones, the sound of which should more than satisfy most people. I think you're pursuing diminishing returns in sound quality alone to pay much more than this for headphones(in this case, you'd pay 5X more for the M50s...but I don't think you're getting 5X the sound quality). The M50s are significantly more comfortable(though they do make your ears warmer), and the build feels better(stronger, smoother adjustments, prettier, etc.). All these things combined, and you may start to consider the price difference reasonable."
0,2,"Soooo bummed. I simply love the sound on these cans, but the speakers are just too dang close to the surface (not deep enough in the cups) and press down hard on my ears. The max time I can wear them is like an hour, and then I can't wear them for a day or so due to residual pain. I guess if they used thicker pads to deepen the cups, that might help. Also, on most of my other phones, the speaker areas have fairly flat surfaces, while this one has the speakers jutting out of the cups and are covered by just one thin nylon sheet. So it's kind of like double trouble. However, these really do have great sound (especially the tight bass clarity). If it weren't for the discomfort factor, I would be using them all the time. As of now, I hardly use them at all. In fact, when I first tested these out, I was ready to hop on the computer and order a couple more. But I'm glad I waited to really give them a more prolonged test. Of course, we are all of varying shapes and sizes, ha ha, so they might work for you where they don't for me. If so, you've got a bargain on some great cans. If not, ouch. Cheers!"
1,4,although im not onstage bouncing aroung...they hold the strap on just fine...no changing hardware like strap locks...yes..more colors so they would stay hidden would be nice...but i will order more..
1,4,"so I never had the luxury of the Grolsch brand strap locks.I tried to raid the water bottles at the local cafe, but alas, I was too slow.It's a bit hard to forge a strap lock out of a Carlsberg bottle cap.So the Fender ones will do just fine, plus they come in 2 colors and say Fender.Time to open another Carlsberg, cheers Fender."
1,5,"My Epiphone SST Classic didn't have the strap pin, so I took it to a place where they put the pin in the wrong place, as I don't want to do another hole to my guitar, I left it there, but I'm afraid that the strap would come off and my guitar hit the ground, so I bought these Fender strap blocks, and I use it on my two Epiphone guitars that I can't use the Planet Waves Strap lock with. My other Epiphone guitar is an Epiphone Hummingbird.They work great!! I would buy these again."
1,5,This is a good product. These work very well and are inexpensive and easy enough to put on. I like.
1,5,An amazing cheap solution but the dunlop strap pins are the best way to go overall but i defiantly trust these on my guitar. 2 months and no problems yet
1,4,Its a good amp im happy with it. The high gain is not the best a lot of unwated noise even while playing and i see a few people on here have had the same problem. But i mostly play punk/hardcore and blues which is does very well. So when im in a metal mood i use a BOSS metal zone pedal on a clean BUTCHER seting and no unwated noise even at loud volumes. so its good amp i just wish i didn't need to use pedals to get good metal sound thats why i got this amp so could get rid of my pedals o well
1,4,"I have the Fender Mustang IV and I would say the fender is a superior modeling amp, but if you want to use an amp for bass and acoustic guitar as well as a modeling amp this is the amp to get. The bass sounds great and when I played Here Comes the Sun on my acoustic, I'd swear the tone sounded like the Beatles record. The modeling sound is ok  and they tell me there's a looper here but i'd have to pay an  extra $120 for a pedal to access it. Oops, there goes a star for the con job. Peavey could have easliy included or at least offered a pedal for much less. I'll wait and pick up a pedal used in the future."
1,5,"Great little amp. I replaced a 35 year old Fender chorus with this. No comparison. I have it below 1 on the volume and it is still loud. The factory setup is great, but you can set it up anyway you want it."
1,5,"This is an awesome amp. There are SO many settings on this amp you could spend hours with news sounds and effects, so sick! It's fun experimenting with different effects and mixing them to something new. Sometime I want to get the pedal for this amp to preset effects I like. Great amp if you're just looking for something to either mess around on or practice with. I play a lot of different songs on my electric guitars and this amp makes it really fun. I would recommend this to a beginner to an advanced player."
1,5,"VERY VERY loud electric guitar amp! As a bass player, I was shocked that 40W could be that loud for guitar. I can't raise the volume above 1 in my house. When you switch it to acoustic or bass mode, the volume decreases dramatically, but it is a great amp for guitar players who also play bass occasionally.Excellent top quality features. Beautiful sound for each of the different modes. The acoustic setting really made my cheap electric guitar SOUND like it was an actual acoustic. The amp simulation is top notch.Awesome value for the price!Edit: I've played through it more as a bass amp and after turning some dials and trying out the different settings....I'm even MORE impressed. One of the reasons the volume for bass was so much lower was that the default gain is at zero. I brought the pre and post gain up to a reasonable level and BOOM....huge sound. I play with a 18 piece dance band and usually bring my Hartke kickback for that group. After experimenting more, I would not hesitate to use the Peavey for rehearsals and performances with that band.I still can't get over the fact that it is a 40W amp. The sound is enormous and clean for that much wattage."
1,5,I have already laid down 8 tracks and the process is effortless. Easy export to Protools for final mix but the internal tools are sufficient for a decent working demo.
1,4,"The DP-008EX Pocketstudio is the next generation design of the DP-03 Digital Portastudio. I have access to both units and hope to compare them as well as describe the DP-008EX on its own terms, pointing out features and issues important to me (mostly workflow-related) as someone who grew up home-recording with analog equipment.(If you want all the details of the full functionality I'd recommend downloading the manual from TASCAM or a dealer site that offers it.)Speaking of the manual I found it to be essential, at least at first. There are so many features that it will likely take some time to explore and incorporate them so having a copy handy (or better yet downloading a second copy) is a good idea.This is picky but I found the larger size of the DP-03 manual easier to read and handle than the smaller DP-008EX.I've used software-based DAWs for years and, while I enjoy MIDI recording, mixing, and editing with them, basic audio tracking never felt as comfortable or spontaneous as when I used analog equipment. I have a one-room home studio with minimal acoustic treatment and, aside from PC noise, I miss the simplicity and tactile response of my old MK-II cassette 4-track:  Instant power on, press record/pause, ready-set-go.  Granted, I don't miss the `wall of hiss' that plagued those recordings but I had fun capturing a lot of musical moments.Using a hardware control surface with my DAW didn't solve the problem - I just find the reality of booting Windows, dealing with the inevitable patching and other software distractions to be too toxic to the creative moment - especially when recording acoustic instruments.I hoped the DP-008EX would provide some of that older experience - with digital audio quality in a size that would integrate easily with my existing setup.The bottom line for me is: It does and it doesn't.First some comparison points that may not be obvious from the product images in the descriptions:Size-wise, the difference between Porta and Pocket studios is roughly 11 1/2 x 2 x 8 inches versus 8 3/4 x 1 3/4 x 5 inches. TASCAM doesn't provide a case or cover for the DP-008EX but a larger eReader or tablet case should do fine and I'd recommend one if you plan on portable use - the plastic appears fairly durable but it's still plastic.The knobs on the DP-008EX are smaller in diameter, lower, and have rounded tops compared to those on the DP-03. However, I find their slightly `rubbery' matte finish just as easy to grip. I also find the smaller, circular pushbuttons on the DP-008EX don't protrude above the surface as much as the larger bar-shaped buttons on the DP-003 and are less comfortable to use.The data wheel is identical in size and has a bit less resistance on the DP-008EX which I prefer - the wheel gets a workout and you want responsiveness when selecting from menus.You'll need the dedicated PS-P520 5v power supply for the DP-008EX; the 12v PS-1225L for the DP-03 can't be shared. (The plug won't fit so you can't fry it - and don't even think of using batteries when recording anything you take seriously).  On the other hand, the Teac RC-3F footswitch is sharable - you'll need a mini plug to phone adaptor - but I think it's indispensable if you're working alone.Speaking of power, a strong plus for both recorders (and for me a deal-breaker were it not present) is phantom mic power so you're not limited to the built-in stereo condensers. They're not bad for rough work but, unlike mic stand-mounted portables, it would be a challenge to position this unit close to some instruments and vocals. I can get a decent acoustic piano recording in a good-sounding room but for close mic recording of guitar (acoustic or electric amp), violin, or percussion I want the flexibility of a mic stand and better quality mics.I like the resistance of the faders on the DP-03, but I can understand how the lack of real estate kept them off the DP-008EX. There's no CD burner either on the smaller unit but with USB 2.0 transfer capability, that's not an issue for me.Having similar XLR, phono and RCA jacks along the back edge of both units is an acquired taste. I'm not  bothered by it because I have space to run the cables but it's worth considering your physical layout and whether that works for you.The LED screen appears to be identical in size on both units and that leads me to my main workflow issues:The flat positioning of the screen makes using the unit on a flat surface less comfortable than it should be - especially since the menu is used so much. A slanted or adjustable screen mount would probably be asking for design trouble:  I do woodworking and made myself a simple stand that slants at 25 degrees and doesn't interfere with jack access - it makes a tremendous difference on my neck and upper back while reading the screen and for general use. TASCAM should consider a similar accessory.The software is largely the same for both units, aside from additional mastering `tools' (essentially packaged presets), and here lies my major criticism: I feel a real conflict between directly accessing functionality (i.e. levels, EQ, arming tracks) with dedicated knobs and buttons, and being forced to indirectly access other functionality using what I see is an inflexible, constraining menu  system.If there were some way to customize the menu navigation (the equivalent of software hot-keys) it's possible the frequent repetition of non-functional steps such as pressing the home button and selecting with the wheel would not wear on me as much as they do.The best evidence of an unbalanced design I see is the dedicated Phantom power button on both units whose purpose is - to display the ""Phantom"" screen where you then make a selection to turn the power on and off! That crystallizes for me the hybrid character and compromises made here between software-based recording and using a dedicated hardware recorder.When space for knobs and buttons is severely limited I can understand the design thinking and trade-offs that drive having so much functionality accessible through the menu. But the DP-008EX is stuffed with knobs and buttons and even my first multi-tracker, a Fostex X-15, effectively doubled-up the functionality of two tracks to cover four.  So I have to question whether the trade-offs TASCAM made here in fact diminish the user experience.With connectivity and software-based recording using even smaller devices rapidly improving, I believe the market for dedicated hardware recorders such as the DP-008EX will be largely made up of people like me who grew up with older recorders and are looking to recapture some of that experience. I think TASCAM would be well-served taking that into account.I've always liked the design of TASCAM gear; it just looks and feels well-made, and that's still in large part true of the DP-008EX. But I can't help believing that a simple digital equivalent of my old MK-II cassette 4-track would satisfy a lot of people out there (and not to mention make a terrific hack for someone with the electronics chops to pull it off!)."
1,5,"The Tascam DP-008EX is great!!! I love this little box! It's got a lot of features packed into a small unit about half the size of your average laptop. Here are a few of the features that I really like about it...1. It's portable and runs on 4AA batteries.2. It has compression, exciter & de-esser as well as EQ and Reverb.3. It has a mastering section with effects.4. You can record 8 tracks and then bounce them to free up more tracks.5. It feels sturdy (not that I would drop it)....just to name a few.  I compared this against the Fostex MR8mkII, which I also own and like. The Tascam has more features for the buck, as well it should as it just came out this year and the Fostex has been around a while. As another reviewer put it, this won't replace your DAW. I can record some very polished songs on my laptop, but the Tascam does come close. The mics in the front are a great feature and sound pretty good too. I have recorded a few songs on this already and found it to be a very enjoyable experience. The portability factor is huge in my opinion. Being able to take it downstairs when the kids are upstairs, or vice versa, is great. Plus it's fun to record vocals in the bathroom and kitchen areas.I totally recommend this for any songwriter who wants a nice scratchpad to put down ideas in a quick and creative manner... and then polish them up a bit in the mastering section. FIVE STARS!!!"
1,4,"As with any new device or toy we buy we discover the good and bad points...first the good....THE GOOD: 8 tracks that can be recorded 2 at a time...has RCA outs which is good for monitors and or headphone amp as well as a 1/8"" headphone out...a durable feel, a nice design, XLR inputs with phantom power, lit screen to see better (Very Nice)... wav 16bit 44khz recordings, auto punch in, comes with a 2gb card and can take up to 32GB SD cards...has effects has a metronome, mastering internal track apart form the 8 tracks, built in guitar tuner, EQ, Compression in and out, nice dual stereo up front mics that are real good sounding and all 8 track mixing, bouncing to 2 of your tracks  even the tracks that are bounced to, the previous tracks 'that are there' that still are plying bounce too, very cool...and much more....THE BAD: short battery life, No AC adapter included, need to buy (Cheap off ebay around $8.00)...small buttons, bad sounding reverbs, auto punch in gives you 2 seconds after pushing buttons to record, COME ON TASCAM, 2 SECONDS!!!!!?????? I can't get back into recording part with a guitar in 2 lead in seconds all alone!!!!! No guitar effects or Drum patterns like Boss's BR Micro 4 and 80...(boss has it's problems too, believe me)sometimes it just hangs up, (think there is an unlock or reset pen press thing on the side)HORRIBLE REVERBS!!!!!!!!!!!!!!!!!!moreEven though this untit has its good and not so goods, it is a great device, you can import and export songs to this to and from your computers recording software, remember its 16 bit wavs only to and from DAW.....Tascam please lengthin the auto punch lead in from 2 seconds to 5 seconds or more on next firmware and dont make another new unit just to improve what a firmware can do!!!....Jim"
1,4,"Tascam had the first inexpensive multitrack recorder on the market, and even as competitors entered the market they've managed to stay on top. I've owned or borrowed models from Fostex and Korg going back several decades but Tascam always seems to be out in front when it comes to ease of use and value. Even as the market evolved from cassette to digital, Tascam recorders have kept the same feel and ease of use. I had a Boss Micro BR-80 for a while, but I found the all-menu interface annoying and difficult to use. I kept forgetting the sequences to set up rhythm tracks, record, and mix down, and ended up having to repeat things over and over. I soon sold it, and then replaced it with a Tascam DP-004 when that appeared on the market. The Tascam wasn't really any more powerful than the Boss, and lacked the built in rhythm tracks, but it had fewer menus and more actual switches and knobs that made it more intuitive in use, and more like an actual mixing board or traditional cassette-based recorder.After the DP-004 Tascam produced a follow-on six track unit and this recorder, the 8-track DP-008. When it was first introduced a couple of years ago it really was a revolutionary unit. There were plenty of 8-track recorders out there, but none that were that small and that inexpensive. It's also more than just a DP-008 with more tracks. The DP-008 has a much improved mastering ability that allows you to adjust EQ, compression, and effects individually on tracks for the mix down, while leaving the original tracks unaffected. Like the DP-004, it has built in microphones and can also be used for direct stereo recording. Unlike the DP-004, it comes with an external power supply in the box (a $24 option with the original 004) and can use an external battery pack.I've been playing with my 008 all weekend, doing a mixture of stereo and multitrack recordings. One thing I noticed right off was that there's a significant amount of noise in the monitor mix while multitracking. I was afraid this would translate into noisy recordings, but the noise isn't there in the finished playback. I also noticed that while the basic recording functions are more or less unchanged from those on the 004, the new mixdown functions are much more complex and required constant reference to the manual. As mentioned previously, there's an awful lot of capability there and it's going to take some time to be able to use it effectively. Most of that functionality is menu-based, rather than being accessibly directly from the front panel, and I have to say that's one thing I don't really care for. The only input device you have to select functions and parameters and menus is a scroll wheel that's not nearly as comfortable as a knob or a mouse or touchpad.Most of my recording lately has been done with various Apple platforms. At home, I use Garage Band on my iMac and a USB-equipped Alesis console for input. Away from home I use Garage Band on my iPad and (for ultimate portability) iPod Touch. All of these platforms are much more intuitive to use than the DP-008 and much more powerful. Of course, they're also a lot more expensive, and lack the built-in stereo microphones and ability to plug instruments and microphones directly in without some sort of additional interface. Having XLR connectors as well as 1/4"" inputs is a really nice touch, something you never saw on portables from a few years ago. I like the old-school approach of the DP-008 as well as the all-in-one package approach.If I was just starting out in home multitrack recording and didn't have a lot to spend, I think the DP-008 might be a good choice. It's really good enough to produce music for a band's first CD releases, and costs less than a decent microphone. WIth 8 full tracks there's no need to do track bouncing to get four instruments and four voices down, and if you really need to, you can bounce and add a further six tracks, giving you 14 in all. I don't think it's going to replace my iPod for pocket portability or my iPad for functionality (Garage Band gives me a full orchestra, keyboards and drums as well) but having the microphones and instrument preamps built in does make it much easier to set up and use for live recording. It should get a lot of use at my home and elsewhere in the coming year."
1,4,"Everything keeps improving, and getting better, faster, and cheaper, but at this price point their isn't one available that isn't a compromise in one way or another. First off if you are planning on buying the US-322 don't. Buy its bigger brother the US-366. Getting an optical connection and additional ins and outs for such a little bit more money, as well as 192k makes it a no-brainer. To get optical (on the 366 only) at this price is great, but the A/D D/A converters leave a bit to be desired. On the other hand the mic pres are pretty good, have distortion ratings, THD of only 0.0045% and with 24 Bit/192KHz recording make these the best sounding interfaces put out by Tascam to date.What I meant by a compromise is that even with interfaces that cost 3 to 5 times this price most of them have either good mic pres, and weak clocks, or vice versa, and some work with Windows but not so well with MAC and once again vice versa, etc. I researched interfaces for a long, long time, and considering non-crash reliability and a dozen other factors I finally sprung for anRME Fireface UFX USB 2.0 or Firewire High Performance audio interface 30 in, 30 out. Now that's an interface. I have been running it with Pro Tools 9 since 2011.Pro Tools 10- Professional audio recording and music creation softwareis out and Pro Tools 11 is now being released.So if you are looking for an inexpensive interface expect some compromises in one area or another. Rather than slam it out with performance specs under a microscope, I would rather provide a review helping those who are interested in setting up this Tascam US-322 or 366 so you can save a lot of time trying to figure it out. Sometimes a little help makes a huge difference in the amount of time saved. So what I did was load, and register the free and included Cubase LE6 complete with activation and eLicense registration and installation as well as installing the Tascam driver, and doing updates for both. I know a lot of the reviews here just downloaded a driver and used their existing DAW in order to test out the interface, and therefore they didn't need to spend much time with it. I don't blame them; the shortest distance between two points is a straight line. So get out a cup of coffee because installing this complete package doesn't happen in just one hour. So here goes...If you have Windows Vista you are probably out of luck because the system requirements list Windows XP, 7, and 8. I am sure the omission of Vista is not a mistake. I know myLogitech AudioHub Notebook Speakersare non-functional in my Vista laptop if you are running Windows Media Center in it as well. It works in Win 7 just fine. So I installed it in my desktop running Windows 7 64 bit and it gives you the option of installing in 32 or 64. In addition to Cubase LE 6 it also installed AI Elements 6 as well as Agent One Content, Groove Agent One, Vintage Beat Boxes, Steinberg Drum Loop Expansion 01 which took a good amount of time to load, as well as Steinberg Halion Sonic SE 64 bit for AI Elements. I then had to activate and register Cubase LE6 which involves installing the latest eLcc, creating a Steinberg account (which is free and they don't ask you for a credit card). They provide you with an activation code after you register.I have an iLok for Pro Tools which is a USB device that enables you to run the program. Cubase does not require that you have one, although they have an equivalent looking device, but fortunately they have a software based equivalent. They do this with an eLicense which you will then update to version 6.5.4.1122. There is an eLicense control setup and you have a Soft eLicenser number that you will use in order to generate the Activation Code generated at the Steinberg site. What came on my disc was version 6.05 which they instruct you to immediately do an update, which I did to version 6.07.So we install the Tascam interface next which comes on a separate DVD. Included with the interface is a 5 foot USB printer style cable. You will need to install the driver disc before connecting it to your computer. Windows 7 recognizes it but fails to automatically load a driver. So install the driver off of the disc first, and then do the update. It took at least 15 minutes to do that update. What flashed on the screen was 154 megabytes and then all you see is an install screen with a scrolling series of round objects moving. At first it says, ""This is going to take a long time"", and they were exactly right. It almost tempts you to think something is wrong, because nothing is happening other than the scrolling, and then finally after ten minutes or so a dialogue box comes up and says, ""Do you want to install?"" and you click continue, and then it comes up again in another minute, and this happens a few times, and then finally it changes over to an installation finished box. (I have Verizon FIOS and usually download huge amount of data in a flash). Then you reboot.Now this is important. Plug the US-322 directly into an available USB 2.0 port and not into a hub, even if it is a powered hub. It simply won't work. I tried it and the light wouldn't even come on indicating USB. When I went direct the interface lit up and it worked. The manuals also warn you not to use it with USB 1.1. The US-322 comes with a printed Quick Start Guide. There is also an owner's manual for both the Interface, and Cubase that are available either on the DVD, or by Googling the same and they come up as a PDF download. If you are new to setting up interfaces be prepared to do a good deal of reading. There is a driver to choose, input and output settings, as well as going into Windows Control Panel/Sound in order to choose the interface for playback, and recording. If you're new to these kinds of setups just take your time, and don't be dismayed if something doesn't work. All it takes is for one button to get pushed and Wahlah you have sound. For example in Cubase there is a monitoring button without it you won't get any sound from the headphones. If all else fails you can go to the Tascam web site by Googling Tascam US-322 and then click on the support tab, and they have a ""you pay for it"" phone call number in order to help you. Hope this helps.PS: The real killer deal right now is Avid Pro Tools 9 bundle with the MBox Mini which is another limited interface but you are getting Pro Tools 9. Plus purchases of this bundle made after 10/2011 that has pro tools 9 will be able to have a free upgrade to pro tools 10 if you register your product with Avid. Considering what Pro Tools goes for by itself, and what the MBox sells for individually, and the bundle even comes with the iLok you can sell it used for what you are paying for it, and even more than you are paying for it if you take advantage of the discounts I have seen pop up as much as 20% off the already low price. Then you have Pro Tools 9, and 10 full blown versions, none of this LE stuff, and an interface, and can grow from there. This Tascam interface works great with Pro Tools. These Pro Tools 9 bundles are discounted to make way for 11, and I am seeing music stores running out of them. They are clearing the shelves preparing for 11, but it has bugs. I rarely purchase totally new versions until they have time to season some, and get feedback from users. After some time, and more updates, I will be browsing the shelves for discounts on the upgrade to 11; maybe in another year. PT 9 is all I need."
0,3,"While the Tascam US-322 Audio Interface appears to be a powerful tool for home based recording, it also appears that it is designed to work only in tandem with the included Cubase LE software. I am not a novice at home recording, as I have used many devices from 4 track cassettes to ProTools setups over the years. Here is a rundown of my disappointing experience:1) plugged into my iPad using the camera kit USB connector - got ""device not compatible with iPad"" message. Too bad, but I can still use my ART USB interface which works quite well with Garageband.2) installed driver on my old, G4 Mac running 10.5.8; opened Garageband, got  ""no input"" message.Could not evaluate the Cubase software, as it requires Mac OS 10.6.8. If I get a new computer, I will update my review. Until then, I'm disappointed."
0,2,"I love Tascam gear, and have used it for nearly 30 years. I was excited to try out this interface and see what it could do. Unfortunately, I was disappointed.While the construction and mechanical function of the device itself were good, the actual function with the computer left much to be desired. Also, the complete lack of a manual with the one I got made it very difficult understand the functions. (Sorry, but with a device this expensive and which includes 2 CDs of software, how hard would it be to include a full manual on the install CD?)There was a very small quick start guide included, which basically just named the various switches, inputs, and outputs, and gave extremely sparse directions about using the software mixer screen. I was forced into trial and error to see if I could get a serious recording in anything remotely resembling a multi-track mode. I could not. I could record and layer multiple tracks (I was using Audacity, didn't want to install Cubase), but I could not get playback from the previous tracks while I also had live input. Now this could have been my computer or Audacity, as it is an older Win XP machine, but it played back multiple tracks without problem.There was nothing in the mini-quickstart guide to address this, or even hint where one should look, other than going to Tascam's web site. I'm sorry, but that is just not good enough with a device this expensive. There should be a complete manual, at least in pdf, included with the product. If I am going to use this to do serious recording, the last thing I want to do is waste huge amounts of time digging information out of a website, or worse, from ""user community"" threads in some blog.Which brings me to another minor complaint - no Linux drivers included. I use mostly Linux, with only one Windows machine for software which I can't get on Linux. I wanted to try the software under Wine on Linux but was under time constraints.Then there are the generic problems with software interfaces replacing hardware. With a hardware mixer, I can access as many controls as my fingers can handle (3 or 4 on some mixers) at the same time. Computerized mixers can only do 1 thing at a time, and one must be constantly moving the cursor from one thing to another to access controls. The controls on  this interface were very fussy, and you have to position the cursor just exactly on a very small portion of a button to get it to react. I found it very tedious, and again, no actual instructions were included to help with that process. With a touch screen, it might be easier, but then why not just use buttons on a real mixer in that case? (Yeah, I know, touch screens are COOL.)Also, software based functions are always limited by your computer and OS, and that means everyone can have a different experience - consistency is much harder to maintain.I am old school, and find hardware mixers far more responsive and useful. I know that lots of people are all excited about having software versions of hardware in their computers, and saving space, etc., etc. I value function over fashion, however, and that is what I have always liked about Tascam gear: it was supremely functional. This software falls far short of what I expect from Tascam, and the lack of a manual for the interface is inexcusable.Good mixers, especially for multi-track recording, can be complex and difficult to learn. The layers of signal interconnection can be hard to understand at first, and takes some time to get comfortable with. Old Tascam manuals actually used to have a certain amount of instruction in multi-track recording, which was helpful to aspiring recording artists. Not so here.I had really hoped to give this 3 or 4 stars, but sadly, it only rates a 2 (2.5 if I could) for me. Come on, Tascam, you can do better than this."
1,5,Awesome audio interface.  Perfect for my beginner studio setup. All set to trade my tracks with fellow musicians around the globe. Easy set up
